NEIGHBORHOOD,BOROUGH,BLOCK,LOT,MULTI-LOT,DATE,PRICE,LOT AREA,LOT FRONTAGE,LOT TYPE,ZONING 1,ZONING 2,OVERLAY 1,OVERLAY 2,SPECIAL DISTRICT,MIH/VIH,BASE FAR,BASE ZFA,PPZFA
St George,Staten Island,16,98,No,43655,1951000,9637,100.1,Interior,C4-2,,,,SG ,,3.4,32766,60
Ridgewood,Brooklyn,3338,16,No,43654,1165000,2000,20,Interior,R6,,,,,,2.2,4400,265
Williamsburg,Brooklyn,2173,6,No,43654,7770000,7405,76,Through,R6,,,,,,3,22215,350
Homecrest,Brooklyn,6681,119,No,43648,1704329,5250,75,Interior,R6A  ,,C2-4,,OP,,3,15750,108
Midtown,Manhattan,1259,35,No,43647,205000000,10454,85,Corner,C5-3  ,,,,MID,,15,523188,392
Boerum Hill,Brooklyn,399,7502,No,43644,10000000,12500,225,Corner,M1-4/R6A,R6,,,G,,2.2,32004,312
Upper West Side,Manhattan,1528,45,No,43644,167000000,12650,101.67,Corner,C1-9,,,,,,10,250000,668
Greenwich Village,Manhattan,568,21,No,43643,30000000,6525,65.17,Interior,C1-7,,,,,,7.2,46577,644
East New York,Brooklyn,4006,13,No,43642,3000000,3000,30,Corner,R6A,,,,,MIH,3.6,10800,102
Borough Park,Brooklyn,5289,80,No,43642,1100000,6300,60,Interior,M1-2,,,,,,2,12600,238
Williamsburg,Brooklyn,2387,27,No,43642,3600000,2375,25,Interior,M1-2/R6A ,,,,MX-8,VIH,2.7,6413,561
Mount Eden,The Bronx,2871,61,No,43641,25000000,21516,425,Interior,R9A ,,C2-4,,J,MIH,8.5,182886,89
Dyker Heights,Brooklyn,6056,15,No,43641,16250000,25135,439.65,Corner ,C4-2A,,,,,,3,69160,361
Astoria,Queens,569,53,No,43640,2600000,2736,28.5,Interior,R6A,,,,,,3,8208,317
Midwood,Brooklyn,6495,45,No,43637,1020000,2565,27,Interior,R5 ,,,,OP,,1.25,3206,318
Upper East Side,Manhattan,1559,4,No,43636,13775000,1875,25,Corner ,R10A ,,C1-9,C1-5,,,10,18750,735
Williamsburg,Brooklyn,2321,15,No,43635,2400000,2000,20,Interior,M1-2/R6A  ,,,,MX-8,VIH,2.7,5400,444
Bushwick,Brooklyn,3392,36,No,43634,1100000,1900,20,Interior,R6,,,,,,2.2,4180,263
Williamsburg,Brooklyn,2785,27,No,43634,2075000,1875,25,Interior,R7A  ,,C2-4,,,VIH,3.45,6469,321
Sunset Park,Brooklyn,845,"11, 12",Yes,43630,5000000,4007,40,Interior,R6B,,,,,,2,8014,143
Gowanus,Brooklyn,456,23,No,43628,1900000,8936,195.92,Corner,M1-2,,,,,,8.5,75956,197
Upper East Side,Manhattan,1508,4,No,43627,62000000,10217,100,Interior,R10A  ,R10,,,Pl,,10,113483,546
Bedford-Stuyvesant,Brooklyn,1716,10,No,43622,10500000,10000,100,Interior ,M1-2,,,,,,2,95995,109
Astoria,Queens,382,15,No,43620,1750000,2242,25,Interior,M1-2/R6A ,,,,LIC,,3,6726,260
Boerum Hill,Brooklyn,166,"21, 23, 24, 25, 27",Yes,43616,17400000,9666,140,Interior,C6-4 ,,,,DB,,10,115881,150
Port Morris,The Bronx,2592,72,No,43615,3775000,14650,365,Corner,M3-1,,,,,,2,29300,121
Bushwick,Brooklyn,"3380, 3387","59, 14",Yes,43615,3550000,3000,38,Interior,R6,,C1-3,,,,2.2,6600,182
Astoria,Queens,515,29,No,43615,1200000,7700,50,Interior,R6B,,,,,,2,15400,245
Upper East Side,Manhattan,1548,"47, 48",Yes,43613,25908851,4086,40,Interior,C2-8A,,,,TA,,10,40860,634
Brighton Beach,Brooklyn,8672,"31, 33, 36, 37",Yes,43608,6000000,10000,95,Through,R6 ,,C1-2,,OP,,3,26800,224
Fordham Manor,The Bronx,3237,"9, 12, 163, 165",Yes,43607,2775000,31767,452,Interior,R6,,,,,,3,95301,29
Port Morris,The Bronx,2599,175,No,43602,4000000,35800,100,Interior,M3-1,,,,,,2,71600,56
Bath Beach,Brooklyn,6437,13,No,43600,1650000,8144,50.5,Interior ,R5,,C2-2,,,,1.25,10180,162
Stapleton,Staten Island,490,49,No,43598,1150000,8740,75.06,Corner,C4-2A ,,,,,,3.4,29716,64
Upper East Side,Manhattan,1495,"56, 58",Yes,43595,32500000,3400,35,Interior ,C5-1 ,,,,MP,,10,34000,956
Williamsburg,Brooklyn,2250,45,No,43594,4517306,6300,63,Interior,R7A,,,,,VIH,3.45,21735,208
East Williamsburg,Brooklyn,3084,1,No,43593,45500000,80000,1200,Through,M1-2,,,,,,2,160000,284
Bedford-Stuyvesant,Brooklyn,1925,56,No,43592,1750000,2433,24.33,Interior ,R7A ,,C2-4,,,VIH,3.45,8394,208
Dyker Heights,Brooklyn,6055,21,No,43592,5650000,9005,180.19,Corner ,C4-2A,,,,,,3,27015,209
East Harlem,Manhattan,1815,7,No,43587,1800000,1682,16.67,Interior,R7B,,,,,,3,5046,202
Boerum Hill,Brooklyn,934,7512,No,43587,1020000,2500,25,Interior ,R6B,,,,,,2,5559,331
Greenpoint,Brooklyn,2540,65,No,43587,1840000,2500,25,Interior,R6B,,,,,,2,5000,360
Astoria,Queens,802,24,No,43586,1750000,6001,60,Interior,M1-1,,,,,,1,6001,292
Lower West Side,Manhattan,344,139,No,43586,8700000,4087,46.2,Interior,R7A ,,C1-5,,,,4,16348,532
Belmont,The Bronx,3087,22,No,43585,1000000,8300,100,Interior,R6,R7-1,C2-4,,,,3.00/4.00,26308,91
Fordham Heights,The Bronx,3236,220,No,43585,5000000,12978,181,Interior,R7-1,,C2-4,,,,4,51912,96
Hunts Point,The Bronx,2771,217,No,43585,8000000,5000,50,Interior,M3-1,,,,,,2,10000,100
Gowanus,Brooklyn,456,32,No,43585,5000000,3913,40,Interior,C4-4D,,,,G,MIH,8.5,33261,150
Clinton Hill,Brooklyn,1888,81,No,43585,2400000,10000,100,Interior ,R6B,,,,,,2,20000,400
City Island,The Bronx,5647,"112, 115",Yes,43579,1100000,12458,128.33,Corner,R2,,,,CD,,0.5,6229,177
Upper West Side,Manhattan,1243,55,No,43579,114436164,12500,100,Corner,C4-6A ,R10A,,,EC-3,,10,232290,493
Crown Heights,Brooklyn,1133,"51, 52",Yes,43578,1150000,3260,40.84,Interior,R7A ,,C2-4,,,MIH,4.6,14996,77
University Heights,The Bronx,3240,28,No,43577,2700000,14863,440,Corner,R6,,,,,,2.20/3.00,41629,65
Chinatown,Manhattan,306,33,No,43570,5880000,2500,24.83,Interior,C6-1G,,,,,,6,15000,392
Prospect Heights,Brooklyn,1153,45,No,43566,2550000,3850,25,Interior,R6B,R6A,C2-4,,,,2.00/3.00,9343,273
Astoria,Queens,596,12,No,43563,1975000,3407,25,Interior,R6A ,R6B,,,,,3,9317,212
Gravesend,Brooklyn,6915,44,No,43558,1650000,10150,221.9,Corner ,R5,,,,,,1.25,12688,130
University Heights,The Bronx,3231,265,No,43557,31550000,162200,267,Interior,R7-2,,,,,,3.44/4.00,613968,51
Bedford-Stuyvesant,Brooklyn,2029,19,No,43557,7200000,9204,212.6,Corner,M1-2 ,,,,,,2,18408,391
Bedford-Stuyvesant,Brooklyn,1627,"35, 36",No,43556,1600000,7000,70,Interior ,R6B,,,,,,2,15360,158
Bedford-Stuyvesant,Brooklyn,1526,7502,No,43556,2425000,2500,25,Interior ,R6 ,,,,,,2.2,6901,164
Astoria,Queens,835,14,No,43556,1130000,2250,25,Interior,C4-3,,,,,,3.4,7650,170
Bedford-Stuyvesant,Brooklyn,1526,44,No,43556,1300000,2500,25,Interior,R6,,,,,,2.2,5500,205
Astoria,Queens,835,11,No,43556,1130000,2250,25,Interior,C4-3,,,,,,3.4,7650,209
SoHo,Manhattan,476,56,No,43556,8000000,2726,29,Interior,M1-5/R10,,,,SNX,,5,13630,587
Clinton Hill,Brooklyn,2019,51,No,43552,8000000,7650,226.95,Corner,R7A ,,C2-4,,,VIH,3.45,26393,303
Mount Eden,The Bronx,2856,53,No,43550,9741249,22914,357,Corner,R8A,,C2-4,,J,MIH,7.2,164981,59
Central Harlem,Manhattan,1948,35,No,43549,68806000,32521,99,Corner,R8A  ,R7A,C2-4,,,,6.02,205121,335
Flatbush,Brooklyn,7576,12,No,43543,19000000,29624,330,Corner,R6 ,,C8-2,C2-2,,,3.00/2.00,82222,231
University Heights,The Bronx,3195,30,No,43542,20144000,5000,150,Through,R7-1,,,,,,3.44,17200,58
Hell's Kitchen,Manhattan,708,17,No,43542,1000000,7406,75,Through,Park,,,,HY,,6.02,44584,452
Central Harlem,Manhattan,1954,136,No,43539,50000000,1913,25.5,Interior,R8A,,C2-4,,,,6.02,11516,156
Brooklyn Navy Yard,Brooklyn,2023,10,No,43539,1800000,113700,342.17,Through,M3-1,,,,,,2,227400,220
Bushwick,Brooklyn,3349,11,Yes,43539,4250000,7500,75,Interior,R6,,,,,,2.2,18500,230
Chelsea,Manhattan,700,"55, 56",Yes,43537,21350000,4917,50,Interior,C6-3,,,,WCH,VIH,7.5,36878,561
Chelsea,Manhattan,700,57,No,43537,20675000,4937,50,Interior,C6-3,,,,WCH,VIH,7.5,37028,577
Williamsburg,Brooklyn,2994,75,No,43536,14300000,42166,119.92,Corner,M1-2,,,,,,2,84332,170
Bedford Park,The Bronx,"3321, 3310","10, 59",Yes,43533,15000000,27500,125,Interior,R8,,C1-3,,,,6.02,165550,70
Port Ivory Howland Hook,Staten Island,1318,224,No,43528,1225000,81200,250,Interior,M1-1,,,,,,1,81200,40
Sheepshead Bay,Brooklyn,8815,"550, 575, 580",Yes,43528,3250000,22994,130,Interior,R5  ,,C2-2,,SB,,1.25,28743,43
Rosebank,Staten Island,2846,12,No,43525,5650000,167957,343,Interior,M3-1,,,,,,2,335914,17
Bedford-Stuyvesant,Brooklyn,1842,15,No,43524,1000000,42700,180,Through,C4-5D,R6B,,,,VIH,4.20. 2.00,164634,197
Red Hook,Brooklyn,586,28,No,43524,32500000,2250,115,Corner,R5  ,,C1-3,,,,1.25,2813,356
Mott Haven,The Bronx,2349,"46, 47, 100",Yes,43523,59000000,120671,373.11,Interior,R7-2,,C4-4,C2-4,HRW,VIH,3,362013,163
Williamsburg,Brooklyn,2769,33,No,43522,1800000,2785,25,Interior,R6B,,,,,,2,5570,323
Bedford-Stuyvesant,Brooklyn,1911,16,No,43518,2350000,2500,125,Corner,R7A,,C2-4,,,VIH,3.45,8625,272
Upper East Side/Lenox Hill,Manhattan,1469,21,No,43516,68000000,12771,102.17,Corner,R10 ,R8B,,,,,10.00/4.00,112420,605
Bedford-Stuyvesant,Brooklyn,1997,"60, 62",Yes,43515,5045000,3668,37.42,Through,R7D,,C2-4,,,VIH,4.2,15406,327
Ditmars Steinway,Queens,768,"125, 15",Yes,43511,1200000,7273,75,Interior,R4,,M1-1,C2-2,,,0.75,5455,220
Upper East Side/Lenox Hill,Manhattan,1467,48,No,43510,14000000,2882,25.5,Interior,C1-9 ,R8B,,,,,10,28820,486
Prospect Heights,Brooklyn,1129,"50, 100",Yes,43509,143078000,116535,914,Interior,M1-1 ,,,,,,1,651400,220
Greenpoint,Brooklyn,2685,60,No,43507,1750000,2500,25,Interior,R6B,,,,,,2,5000,350
Fordham,The Bronx,3023,4,No,43503,2715000,11300,113,Interior,R7-1,,,,,,3.44/4.00,39814,68
Astoria,Queens,600,"111, 8",Yes,43497,7214000,9625,100,Interior,M1-2/R6A,,,,LIC,,3,28875,250
"Charleston
",Staten Island,7385,"193, 201",Yes,43490,3500000,69880,307,Interior,M3-1,,,,SRD,,2,139760,25
Red Hook,Brooklyn,555,5,No,43489,12875000,24000,240,Through,M2-1,,,,,,2,48000,268
Two Bridges,Manhattan,280,"14, 15",Yes,43487,30000000,17000,175,Interior,R7-2  ,,C6-1G,,,,3.44,97700,307
Bushwick,Brooklyn,3428,"65, 66, 67",Yes,43481,2800000,6000,60,Interior,R6,,,,,,2.2,13200,212
Hell's Kitchen,Manhattan,1034,55,No,43481,5750000,2510,25,Interior,C6-2 ,,,,CL,,4.2,10542,545
Soundview,The Bronx,3627,1,No,43480,18500000,151992,627,Interior,R6,,,,,,2.20/3.00,387982,48
Astoria,Queens,896,"202, 205",Yes,43480,3005000,8179,72,Interior,R5B,,,,,,1.35,11042,272
Wakefield,The Bronx,5035,30,No,43475,255000000,15988,274.99,Corner,M1-1,,,,,,1,15988,153
Greenwood Heights,Brooklyn,635,"10, 11, 13, 72",Yes,43475,2450000,791902,1253.67,Interior ,M3-1,,,,,,2,1583804,161
Astoria,Queens,601,"35, 36, 37",Yes,43474,3555000,4986,165,Corner,M1-2/R5B ,,,,LIC,,1.35,9972,356
Olinville,The Bronx,4663,24,No,43473,1166054,5518,29.46,Interior,R7A,,,,,,4,22072,53
Upper East SIde,Manhattan,1548,"23, 24, 25",Yes,43473,30850000,5625,75,Interior ,C2-8A,,,,,,10,56250,548
Upper East SIde,Manhattan,1545,14,No,43473,23000000,7675,75,Interior,R8B,,,,,,4,30680,750
Wakefield,The Bronx,4997,1,No,43468,7000000,29452,340,Corner,R6A ,R5,C2-4,,,,3,88356,79
Eastchester,The Bronx,4952,60,No,43468,1650000,13301,300,Corner,M1-1,,,,,,1,13301,124
Chelsea,Manhattan,799,63,No,43462,112607590,7406,75,Interior,M1-6 ,,,,,,10,142949,788
Soundview,The Bronx,3646,47,No,43453,1775000,10515,130.54,Corner,M1-1,,,,,,1,10515,169
Mott Haven,The Bronx,2280,72,No,43452,11200000,5000,50,Interior,R6,,,,,,2.2,11000,155
Kips Bay,Manhattan,939,27,No,43452,1700000,2469,25,Interior,C1-9A,,,,,MIH,10,24690,454
Central Midtown,Manhattan,1313,63,No,43451,25900000,5021,50,Interior,C5-2.5 ,,,,MID,,12,60252,430
University Heights,The Bronx,3208,53,No,43447,1500000,5000,50,Interior,R7-1,,,,,,3.44,17200,78
Huguenot,Staten Island,6584,"1, 2, 3, 5",Yes,43447,1350000,16000,160,Corner,R3X,,,,SRD,,0.5,8000,188
Bedford Park,The Bronx,3315,19,No,43439,2790000,7324,75,Interior,R8,,,,,,6.02,44090,63
Lower East Side,Manhattan,423,"9, 11, 12",Yes,43437,56405000,11512,224,Corner,C6-1G ,C6-3A,,,,VIH,4,127081,444
Port Morris,The Bronx,2323,13,No,43434,11150000,25000,143,Interior,R7-2,,C2-4,,HRW,VIH,3.45,86250,129
Hell's Kitchen,Manhattan,735,"25, 27, 30, 35",Yes,43432,84000020,17318,148.25,Interior ,C1-7A ,,,,HY,,6.02,104254,806
Williamsbridge,The Bronx,4671,"7, 9",Yes,43431,1493862,21078,34,Interior,R6A,,,,,,3,63234,24
Wakefield,The Bronx,5069,57,No,43413,2600000,15040,103.25,Interior,R6,,C2-2,,,,3,45120,58
Concourse Village,The Bronx,2424,17,No,43405,1050000,6122,172.45,Corner,R7-1,,,,,,3.44,21060,50
Eastchester,The Bronx,5283,43,No,43405,4000000,38855,288.42,Through,M2-1,,,,,,2,77710,51
Williamsbridge,The Bronx,4668,"60, 64",Yes,43404,1100000,4474,59.13,Interior,R5,,,,,,1.25,5593,197
Concourse,The Bronx,2473,8,No,43403,1875000,8448,88.68,Interior,R8,,,,,,6.02,50857,37
Financial District,Manhattan,79,27,No,43390,41000000,5612,56,Interior,C5-5 ,,,,LM,,15,139373,294
Wakefield,The Bronx,5081,89,No,43388,2900000,15800,126,Interior,R6 ,,C2-2,,,,3,47400,61
Hell's Kitchen,Manhattan,1058,7504,No,43382,4650000,2510,25,Interior,R8,,,,CL,,4.2,10542,441
Belmont,The Bronx,3047,63,No,43367,1350000,4133,40,Interior,C4-4A,,,,,VIH,3.45,14259,95
Little Italy,Manhattan,206,24,No,43364,12800000,5088,50.42,Interior,C6-2G  ,,,,LI,,5.1/4.5,29456,435
Flatiron District,Manhattan,816,1,No,43355,52750000,8438,187,Corner,C6-3A ,,,,,,7.52,63248,834
Hudson Yards,Manhattan,707,20,No,43350,96000000,23400,118.72,Corner ,C6-4   ,,,,HY,,10,234000,410
Mott Haven,The Bronx,"2316, 2319","1, 2",Yes,43348,165000000,194721,1110,Corner,M1-3/R8,,,,HRW,,6.02,1172220,141
Lenox Hill,Manhattan,1426,"120, 121, 27",Yes,43340,30200000,7926,74,Interior , C1-9 ,R10A,C1-5,,TA,,10,79260,381
Mount Eden,The Bronx,2857,8,No,43339,3400000,13394,150,interior,C8-3,,,,,,2,26788,127
Bedford Park,The Bronx,3309,39,No,43335,4618125,10258,90.17,interior,R8,,C1-3,,C,,6.02/7.20,69020,67
Harding Park,The Bronx,3455,143,No,43333,5250000,64652,344.75,Interior,R3-2,,C1-1,,,,0.5,32326,162
Concourse,The Bronx,2488,"1, 12, 14",Yes,43327,24726000,53510,474,Corner,R9A,,C2-4,,J,MIH,8.5,454835,54
Lenox Hill,Manhattan,1431,"1, 48, 46, 45, 144",Yes,43315,163555829,18595,213,Interior ,C1-9,,,,,,10,258493,633
Chelsea,Manhattan,778,"36, 38",Yes,43305,36000000,7177,98,Corner,M1-6 ,,,,VIH,,10,71770,502
Jerome Park,The Bronx,3301,155,No,43304,3500000,10420,220,Corner,R7B  ,,C1-3,,,,3,31260,112
Stapleton Heights,Staten Island,492,48,No,43300,1000000,3750,50,Interior,C4-2,,,,,,3.4,12750,78
West Bronx,The Bronx,2812,"26, 27, 28",Yes,43293,4700000,7596,75,Through,R8,,,,,,6.02,45728,103
Mariners Harbor,Staten Island,1205,19,No,43290,2585000,135700,141.58,Interior,M3-1,,,,,,2,271400,11
Stapleton Heights,Staten Island,492,31,No,43290,3000000,13500,180,Corner,C4-2A ,,,,SW,,3,40500,64
Brighton Heights,Staten Island,6,138,No,43286,3600000,3750,37.5,Interior,C4-2,,,,SG,,3.4,12750,282
Jerome Park,The Bronx,3311,32,No,43277,1575000,5000,50,Interior,R8,,,,,,6.02,30100,52
East Harlem,Manhattan,1753,108,No,43277,1275000,1932,19.32,Interior,R7B,,,,,,3,5796,220
Jerome Park,The Bronx,3312,"8, 11, 12",Yes,43276,3607935,8986,100,Interior,R8,,,,,,6.02,54096,67
Mott Haven,The Bronx,2345,1,No,43269,3595100,4937,60.33,Corner,C6-2A,,,,,VIH,5.4,26660,135
Central Harlem,Manhattan,1722,59,No,43259,26500000,12615,125,Interior,C6-3   ,,,,125TH,VIH,5.4,139200,190
Hell's Kitchen,Manhattan,1076,1,No,43259,93125000,30125,508,Corner ,R8A , R8,C2-5,,CL,VIH,5.40/6.02,187000,498
Jerome Park,The Bronx,3310,20,No,43257,1175000,4367,50,Interior,R8,,,,,,6.02,26289,45
Tremont,The Bronx,3068,69,No,43252,2100000,18984,153.86,Corner,R7-1,,,,,,4,75936,28
Central Harlem,Manhattan,2007,"16, 17",Yes,43236,3828000,5196,52,Interior,R7-2 ,,,,,,3.44,17874,214
Jerome Park,The Bronx,3281,75,No,43234,2650000,6340,51.17,Interior,R8,,,,,,6.02,38167,69
Mount Eden,The Bronx,2856,53,No,43230,11100000,22914,239.75,Corner,R8A  ,,C2-4,,J,MIH,7.2,164981,67
SoHo,Manhattan,475,60,No,43228,13750000,2500,25,Interior,M1-5/R7X,,,,SNX,,5,12500,1100
Great Kills,Staten Island,4633,291,No,43221,1150000,12241,50.58,Interior,C4-1,R3-2,,,SRD,,1,12241,94
Chelsea,Manhattan,753,42,No,43220,27500000,6635,92,Corner,C6-3X,,,,,,9,59635,461
Bloomfield,Staten Island,1815,204,No,43216,1900000,108900,,Interior,M3-1,,,,,,2,217800,9
Bloomfield,Staten Island,1815,192,No,43216,1900000,31752,147,Interior,M3-1,,,,,,2,63504,30
SoHo,Manhattan,476,56,No,43214,9000000,2726,29,Interior,M1-5/R10,,,,SNX,,5,13630,660
Allerton,The Bronx,4428,"5, 7, 10, 11, 12, 13, 14, 15, 54, 55, 112, 114",Yes,43208,4300000,24700,300,Corner,R6,,,,,,2.20/3.00,62340,69
East Village,Manhattan,385,24,No,43208,12000000,5253,49.58,Interior,R8B,,,,,,4,21012,571
Unionport,The Bronx,3797,33,No,43202,68000000,60979,289.5,Corner,R7A  ,,C2-4,,,MIH,4.6,280503,18
Lower East Side,Manhattan,346,150,No,43202,5125000,40776,810,Corner,R8  ,,C2-5,,,,7.2,209500,325
Mott Haven,The Bronx,2601,57,No,43201,5325000,19034,150.2,Interior,M1-3,,,,,,5,95170,56
Mott Haven,The Bronx,2314,84,No,43174,1650000,5000,50,Interior,R6,,,,,,2,10000,165
Hunts Point,The Bronx,2766,226,No,43173,2500000,26099,161.02,Through,M1-2,,,,HP,,2,52198,48
Norwood,The Bronx,3355,61,No,43172,1625000,22376,37.11,Corner,R7B  ,,,,,,3,67128,24
Morrisania,The Bronx,2372,30,No,43168,1600000,6541,60.44,Interior,M1-1/R7-2,,,,MX-7,,4,26164,61
Fairmont Claremont Village,The Bronx,2980,17,No,43166,2350000,10000,100,Interior,R7-1,,C2-4,,,,4,40000,59
Central Harlem,Manhattan,1918,3,No,43166,1441558,1875,25,Interior,R7-2  ,,C1-4,,,,4,7500,192
Williamsbridge,The Bronx,4657,"42, 71",Yes,43165,8000000,35006,350.01,Interior,R7A  ,,,,,,4,140024,57
East Harlem,Manhattan,1767,27,No,43139,1975000,2523,25,Interior,R7A,,,,,,4,10024,197
Mott Haven,The Bronx,2600,96,No,43138,2350000,7270,61.25,Corner,R7X,,,,,MIH,6,43620,54
Washington Heights,Manhattan,2110,104,No,43112,1500000,2813,25,Interior,R7-2,,,,,,4,11252,133
Yorkville,Manhattan,1548,47,No,43112,12488851,1839,18,Interior,C2-8A ,,,,TA,,10,14160,882
Mount Eden,The Bronx,2793,5,No,43103,18000000,9500,100,Corner,R8,,,,,,6.02,57190,93
Belmont,The Bronx,3049,"13, 22",No,43103,5345000,22112,350,Corner,C4-5X,,,,,VIH,3.75,82920,217
